1.000000000000000000e+00,0.000000000000000000e+00,5.497787143782137953e+00,2.000000000000000111e-01,2.356194490192344837e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.356194490192344837e+00,2.000000000000000111e-01,5.497787143782137953e+00
9.484739048320832699e-01,1.340047779929718075e-01,5.350804112876596186e+00,2.443495776739105230e-01,2.042035221693629499e+00,1.117954853409171279e-01,9.516359258018021183e-01,2.233165488198372906e+00,2.084561542459370254e-01,5.183627875283422171e+00
9.174145242228066710e-01,7.854383704577566627e-02,5.228111163834162411e+00,2.732219191025149208e-01,1.727875953204863979e+00,1.120315030110494714e-01,9.314714044005076854e-01,2.138135026708073205e+00,2.396133320161962232e-01,4.869468606794656651e+00
7.940272934520808956e-01,1.823418207928844681e-01,5.073918922073896276e+00,2.744410609074221519e-01,1.413716684709418026e+00,2.773887307137737901e-01,8.406697388656054759e-01,2.001055843284616831e+00,2.601403007288867197e-01,4.555309338299210253e+00
3.956297626878775286e-01,2.278181427499567369e-01,5.065492222321872795e+00,2.247958975244270796e-01,1.099557416212095351e+00,5.864863512144373736e-01,8.166762385053999429e-01,1.843990370587075267e+00,2.997596926692437380e-01,4.241150069801887135e+00
4.341899940029080307e-01,3.503606027512571330e-01,4.911780048846294378e+00,2.677232991252173067e-01,7.853981477124324373e-01,6.932383443454259719e-01,8.228084621562700152e-01,1.691680946930448792e+00,3.358335795525762002e-01,3.926990801302224110e+00
4.651138867252446185e-01,4.641235546477728846e-01,4.758256815973336273e+00,3.118745804725350790e-01,4.712388792127695236e-01,8.002386160146561789e-01,8.472337498245797738e-01,1.539788244523436767e+00,3.798538964113158389e-01,3.612831532802561085e+00
4.928302322414546688e-01,5.767278883451404381e-01,4.604955392739866760e+00,3.571033594463740024e-01,1.570796107131066099e-01,9.021377665610157415e-01,8.824139734973155402e-01,1.388842687824230815e+00,4.263659254764195494e-01,3.298672264302898061e+00
5.278748387307672374e-01,6.944738005931769820e-01,4.451942933135905278e+00,4.030807779476499597e-01,1.665334536937734811e-16,9.882638239282582893e-01,9.224023503078420116e-01,1.239669297322037123e+00,4.738186441794852155e-01,2.984512995803235036e+00
5.710294748601588699e-01,8.141134304872136296e-01,4.299308575521570752e+00,4.495367379325908574e-01,2.752645843911378488e-24,1.058456519969009912e+00,9.705617947298421644e-01,1.093951121937076110e+00,5.216939575078740621e-01,2.670353727303572011e+00
6.149531463846720225e-01,9.313217592041920234e-01,4.147094102802620696e+00,4.962825822496338968e-01,-3.384059243576817260e-28,1.120871909346742079e+00,1.029575651896088795e+00,9.551631189077181006e-01,5.697132347782285500e-01,2.356194458803908987e+00
6.587747445868690210e-01,1.045368369393028463e+00,3.995289434651320803e+00,5.432113821740761628e-01,-1.443645934174588028e-29,1.177551215969627751e+00,1.098938959349395228e+00,8.312222332079939324e-01,6.179036266155774060e-01,2.042035190304245962e+00
7.081394094011388418e-01,1.155516649773042914e+00,3.840045948109848339e+00,5.922839489332467622e-01,-4.423872384440511800e-29,1.222362943150215431e+00,1.177940201457697178e+00,7.250081485541595150e-01,6.671764425560604561e-01,1.727875921804582937e+00
7.532358718840551637e-01,1.262245900424424860e+00,3.684871348817721604e+00,6.414209489154851784e-01,-8.019999203862207763e-29,1.268186912510530062e+00,1.264566277041239362e+00,6.521485663390359511e-01,7.165322870357544449e-01,1.413716653304919912e+00
7.954373335859513672e-01,1.365805308222293624e+00,3.530132278046362426e+00,6.903839382875720521e-01,1.140140238964285403e-28,1.314539348336979163e+00,1.357040490198966332e+00,6.059240429664064509e-01,7.657156509462568206e-01,1.099557384808162785e+00
8.355776466710770345e-01,1.466410667820925440e+00,3.375412111243831337e+00,7.395000142937371290e-01,-1.479443938359145536e-29,1.361168419238905525e+00,1.453955479277983409e+00,5.796754806912864932e-01,8.150813592757913950e-01,7.853981163084998718e-01
8.740864039633100546e-01,1.564256767566630790e+00,3.221031047649595802e+00,7.885936461377075490e-01,-1.863137074015026940e-29,1.408038564526961078e+00,1.554150018469797612e+00,5.679019778850405986e-01,8.644431500031740656e-01,4.712388478088369581e-01
9.132524188946475885e-01,1.659492793068145344e+00,3.065030889547975868e+00,8.380767309669336917e-01,1.042327719526039526e-28,1.452751981548956017e+00,1.656768989755905919e+00,5.669737574567483840e-01,9.139624828906289800e-01,1.570795793091740444e-01
9.517789575423950543e-01,1.754804157356800287e+00,2.907951256035399723e+00,8.880767318793427734e-01,7.234968086353487931e-26,1.497560057989977267e+00,1.761880515154886861e+00,5.745337536351663443e-01,9.639624838539547769e-01,-9.999781558356346522e-09
9.900709356556062213e-01,1.853026347997316359e+00,2.750871629654493056e+00,9.380767327956188728e-01,2.737411620285748141e-25,1.543292027770196695e+00,1.869764892053828120e+00,5.878871307072044416e-01,1.013962484817081622e+00,-9.998071703697413911e-09
1.028457868233377148e+00,1.954430802336741380e+00,2.621499865926280037e+00,9.880767337143586682e-01,2.908745717626979624e-25,1.590592187292634740e+00,1.980208459810774313e+00,6.026414159610445909e-01,1.063962485780199030e+00,-9.998047882763063133e-09
1.067276726267711862e+00,2.059089550178047734e+00,2.524981408722733356e+00,1.038076734685403846e+00,5.992293193879094042e-25,1.639789104274347098e+00,2.092913893246579171e+00,6.154182846527319617e-01,1.113962486766807203e+00,-9.998034076704768075e-09
1.106807484515714535e+00,2.166881191294336872e+00,2.453244730411122010e+00,1.088076735656757776e+00,1.240447936124950517e-24,1.690906933057230388e+00,2.207613832987595170e+00,6.248389444122929293e-01,1.163962487753386954e+00,-9.998003643997371911e-09
1.147263136699781860e+00,2.277585951575589185e+00,2.400079846084344215e+00,1.138076736578108150e+00,1.180921138008589870e-24,1.743814677390836065e+00,2.324082408287511115e+00,6.307537656217202526e-01,1.213962488716216592e+00,-9.996971962407864972e-09
1.188794205723837871e+00,2.390945699137018376e+00,2.360726218611233218e+00,1.188076737499581981e+00,6.714059667138980783e-25,1.798318291420219595e+00,2.442132350269624830e+00,6.336264753152183182e-01,1.263962489678827072e+00,-9.995150710846306085e-09
1.231498082839344921e+00,2.506698107736053061e+00,2.331555427516108558e+00,1.238076738420931022e+00,1.461746550171942727e-24,1.854211551036111683e+00,2.561608660750970046e+00,6.341343235210681328e-01,1.313962490641149561e+00,-9.994369778215112098e-09
1.275429226039559882e+00,2.624594119744420251e+00,2.309827283488941063e+00,1.288076739341868837e+00,7.453074681529205857e-25,1.911300885408482975e+00,2.682382232728826921e+00,6.329496824967107971e-01,1.363962491603087912e+00,-9.993581318648430125e-09
1.320608644436696677e+00,2.744405569467221806e+00,2.293496695848805000e+00,1.338076740262382103e+00,1.532204942080910049e-24,1.969415325354450186e+00,2.804344287146088632e+00,6.306434928966837550e-01,1.413962492564648787e+00,-9.992349257544994680e-09
1.367032096855466339e+00,2.865927440462883169e+00,2.281057161202556305e+00,1.388076741233345901e+00,1.027830114911902203e-24,2.028408701672149483e+00,2.927401776834900993e+00,6.276585697364762684e-01,1.463962493550546640e+00,-9.992341182697888584e-09
1.414676869594329034e+00,2.988977414736207816e+00,2.271413359211355232e+00,1.438076742152555765e+00,8.786334371831368200e-25,2.088158228404093375e+00,3.051473718566537485e+00,6.243171601975832097e-01,1.513962494511178924e+00,-9.992324877203142608e-09
1.463507204625810854e+00,3.113394195723588442e+00,2.263778559355920983e+00,1.488076743070916974e+00,9.256917688066718165e-25,2.148561683195479688e+00,3.176488360431610314e+00,6.208417821933085445e-01,1.563962495471281411e+00,-9.992310668230446934e-09
1.513483714711888917e+00,3.239055490459292308e+00,2.257593881134776659e+00,1.538076744040969501e+00,9.103394691103437331e-25,2.209547769716054155e+00,3.302401653426921602e+00,6.173787435359194831e-01,1.613962496456345486e+00,-9.992306755823628203e-09
1.564652238158270148e+00,3.366211774659217060e+00,2.252469607498877480e+00,1.588076745010803759e+00,1.708034926441548074e-24,2.271300286901144716e+00,3.429540009948267798e+00,6.140228058900414343e-01,1.663962497437708521e+00,-9.992303878115564106e-09
1.617062890717850809e+00,3.495091851400256910e+00,2.248131315502753136e+00,1.638076745978962467e+00,1.936976375821876126e-24,2.333974503384351973e+00,3.558194926176974526e+00,6.108276475709623066e-01,1.713962498413694302e+00,-9.992298828367552317e-09
1.670816049028475581e+00,3.626157049174106195e+00,2.244388130080380517e+00,1.688076746937762218e+00,1.938897428790087615e-24,2.397891002438777619e+00,3.688888019778121752e+00,6.078214513132493835e-01,1.763962499381501514e+00,-9.992294764643952166e-09
1.725975092093430696e+00,3.759756932905054860e+00,2.241103612574314230e+00,1.738076747881487583e+00,1.930127158078696284e-24,2.463302710279710261e+00,3.822019748267680317e+00,6.050126462967143626e-01,1.813962500335533967e+00,-9.992290594711112443e-09
1.782564840511060122e+00,3.896242308495341256e+00,2.238180039898478135e+00,1.788076748798521853e+00,2.179457988440475223e-24,2.530503993295259324e+00,3.957990997420836266e+00,6.023980340050948401e-01,1.863962501261581473e+00,-9.992286860036995350e-09
1.840552731548962262e+00,4.036001090826252025e+00,2.235546433612033201e+00,1.838076749414729427e+00,2.253349652442742973e-24,2.599885044786267585e+00,4.097245076063712688e+00,5.999677436023194144e-01,1.913962501819207684e+00,-9.992280723794953332e-09
1.899830556693340222e+00,4.179453454173442495e+00,2.233150002309119309e+00,1.888076749473245108e+00,1.474146865946356299e-24,2.671947587362230259e+00,4.240265797903067124e+00,5.977082964259796682e-01,1.963097068685102364e+00,-9.992272591827560053e-09
1.960216791430958061e+00,4.327036397560941161e+00,2.230950593834944762e+00,1.935098255235581322e+00,1.456358599147241293e-24,2.747288803782867106e+00,4.387560424631395506e+00,5.956046462470253600e-01,1.991735595128956815e+00,-9.992263774297470905e-09
2.021658691865805046e+00,4.478934959440356245e+00,2.228918415717852763e+00,1.969610753653518787e+00,1.458545489359488792e-24,2.826135169767823641e+00,4.539339704271616149e+00,5.936410810609445976e-01,2.000000019252394345e+00,-9.992254074606485946e-09
2.084277205870280980e+00,4.635013811939950656e+00,2.227030571140131254e+00,1.991403485174815913e+00,1.416944894056422788e-24,2.908228097474645057e+00,4.695441751804154684e+00,5.918025487871657608e-01,2.000000018809789726e+00,-9.992245671321871478e-09
2.148243458156005481e+00,4.794982521287770361e+00,2.225268717587917777e+00,2.000000019308787902e+00,1.126737582517237198e-24,2.993108185277749467e+00,4.855531448042749609e+00,5.900759873330760907e-01,2.000000018653748324e+00,-9.992241499416452494e-09
2.213709910476914899e+00,4.958501646223211878e+00,2.223617884612694606e+00,2.000000018604813246e+00,1.009639323273999564e-24,3.080287499003081297e+00,5.019225333003821454e+00,5.884504332664459714e-01,2.000000018235114752e+00,-9.992230282206779263e-09
2.280802293165539396e+00,5.125212293707654077e+00,2.222065935524118796e+00,2.000000018354485931e+00,1.017423776637966079e-24,3.169285920195511697e+00,5.186124446012727596e+00,5.869167164760329403e-01,2.000000018086246278e+00,-9.992225109120366076e-09
2.349583693995429545e+00,5.294801853473698472e+00,2.220603023716763325e+00,2.000000018107820576e+00,1.589705674708175000e-24,3.259731777591959645e+00,5.355889183547904331e+00,5.854671377745666039e-01,2.000000017939548513e+00,-9.992221387740892657e-09
2.420071440352546066e+00,5.466996239670110391e+00,2.219221019306682141e+00,2.000000017863742041e+00,1.514662714126120144e-24,3.351336995618615422e+00,5.528227999867607600e+00,5.840950650397030985e-01,2.000000017794385521e+00,-9.992217116131936827e-09
2.492249907614831894e+00,5.641553675842927440e+00,2.217913092718277746e+00,2.000000017621387460e+00,1.657790195100910680e-24,3.443877945803531571e+00,5.702888557300033412e+00,5.827946932158063476e-01,2.000000017650249706e+00,-9.992212495118919022e-09
2.566080208794095707e+00,5.818259692175594466e+00,2.216673410894058893e+00,2.000000017380065387e+00,1.608009305055946739e-24,3.537180694014831150e+00,5.879650765218452868e+00,5.815608841827876185e-01,2.000000017506724959e+00,-9.992208113795355523e-09
2.641507497504123059e+00,5.996923076355460402e+00,2.215496916059390031e+00,2.000000017139264230e+00,1.653583664046977316e-24,3.631109635480922915e+00,6.058321278582164737e+00,5.803890513483034308e-01,2.000000017363519955e+00,-9.992204119490209869e-09
2.718466446171035944e+00,6.177372576335164567e+00,2.214379164409291167e+00,2.000000016898543009e+00,1.544088586909500599e-24,3.725558740177068895e+00,6.238729127086456216e+00,5.792750722856956358e-01,2.000000017220362469e+00,-9.992199888836878608e-09
2.796885330723590801e+00,6.359454197603110259e+00,2.213316207724379758e+00,2.000000016657513147e+00,1.977067028436987251e-24,3.820444809265375330e+00,6.420722222311784577e+00,5.782152204459174438e-01,2.000000017077018910e+00,-9.992193578238026123e-09
2.876689052653052858e+00,6.543028972101623708e+00,2.212304505481394123e+00,2.000000016415854898e+00,2.045013997340278945e-24,3.915702280676817804e+00,6.604164548609350760e+00,5.772061105822872129e-01,2.000000016933305425e+00,-9.992189057095653845e-09
2.957801352170238651e+00,6.727971102798306013e+00,2.211340858510911556e+00,2.000000015747210647e+00,2.074028957867877242e-24,4.011279227973218120e+00,6.788933888143954043e+00,5.762446544166608398e-01,2.000000016535649294e+00,-9.992179392078814578e-09
3.040146407609619406e+00,6.914166408771736272e+00,2.210422358295944356e+00,2.000000015503504702e+00,2.072479669185252485e-24,4.107134277720260407e+00,6.974919964593017774e+00,5.753280240960727543e-01,2.000000016390713231e+00,-9.992173743787444495e-09
3.123649968763101192e+00,7.101511011884152680e+00,2.209546346841379183e+00,2.000000015258436292e+00,2.518806272158379850e-24,4.203234235356998028e+00,7.162022916537810424e+00,5.744536216910116622e-01,2.000000016244969814e+00,-9.992167725374673462e-09
3.208240140359925441e+00,7.289910218996979552e+00,2.208710384871146015e+00,2.000000015011812682e+00,2.319389806147067112e-24,4.299552255155560054e+00,7.350152031483529136e+00,5.736190536659102612e-01,2.000000016098297362e+00,-9.992162352647170570e-09
3.293847901443265336e+00,7.479277563056071720e+00,2.207912225849228083e+00,2.000000014763541056e+00,2.266474585336583759e-24,4.396066430141779335e+00,7.539224686947189724e+00,5.728221089876655014e-01,2.000000015950623933e+00,-9.992156718214184292e-09
3.380407428067942366e+00,7.669533974429660894e+00,2.207149794435726786e+00,2.000000014513429569e+00,2.373811429087083519e-24,4.492758704965839733e+00,7.729165457108291726e+00,5.720607403969000249e-01,2.000000015801877584e+00,-9.992152038805282426e-09
3.467856270133089946e+00,7.860607059670053687e+00,2.206421168344999906e+00,2.000000014261340997e+00,2.703945498492012182e-24,4.589614037465751473e+00,7.919905352595859149e+00,5.713330481945035899e-01,2.000000015651972607e+00,-9.992146744251603326e-09
3.556135421142006425e+00,8.052430469557108950e+00,2.205724562865443161e+00,2.000000014007207394e+00,2.508411965104688790e-24,4.686619751688515301e+00,8.111381168083898530e+00,5.706372661045961969e-01,2.000000015500833062e+00,-9.992141700649498820e-09
3.645189310281020667e+00,8.244943341931579184e+00,2.205058317432456061e+00,2.000000013300735180e+00,2.403566247372034019e-24,4.783765038394985680e+00,8.303534917859161979e+00,5.699717488841473667e-01,2.000000015080693139e+00,-9.992131756371478658e-09
3.734965739725412348e+00,8.438089807634193917e+00,2.204420884226131694e+00,2.000000013042152247e+00,2.449137157616891876e-24,4.881040568590136353e+00,8.496313343596643364e+00,5.693349613618847727e-01,2.000000014926905934e+00,-9.992127105977455481e-09
3.825415782544343557e+00,8.631818550101648668e+00,2.203810817692038349e+00,2.000000012781204539e+00,2.219705656819008315e-24,4.978438195287839818e+00,8.689667482168191626e+00,5.687254686752022392e-01,2.000000014771710966e+00,-9.992122857432409403e-09
3.916493656009603530e+00,8.826082411143371331e+00,2.203226765626034034e+00,2.000000012517809012e+00,2.051431255081759591e-24,5.075950721684359124e+00,8.883552283561106933e+00,5.681419277599132345e-01,2.000000014615072264e+00,-9.992117469525093405e-09
4.008156578119160152e+00,9.020838036380727232e+00,2.202667461167293617e+00,2.000000012251907489e+00,2.348493621064459283e-24,5.173571721545545010e+00,9.077926270994167268e+00,5.675830795602279100e-01,2.000000014456937869e+00,-9.992112770539030050e-09
4.100364615085777764e+00,9.216045555322676108e+00,2.202131715657814404e+00,2.000000011983431580e+00,2.404535234444406652e-24,5.271295399408040261e+00,9.272751236992606394e+00,5.670477421224120462e-01,2.000000014297264261e+00,-9.992108111411724955e-09
4.193080524849500890e+00,9.411668291750563853e+00,2.201618412251928447e+00,2.000000011712322223e+00,2.764857774863825530e-24,5.369116481517292705e+00,9.467991970287270576e+00,5.665348043870874761e-01,2.000000014136033677e+00,-9.992102561176210804e-09
4.286269600380184563e+00,9.607672500815890970e+00,2.201126500180607515e+00,2.000000011438523018e+00,2.825285204693742299e-24,5.467030130455978743e+00,9.663616009369777160e+00,5.660432205989432974e-01,2.000000013973186608e+00,-9.992097686392406551e-09
4.379899515462319926e+00,9.804027129816466513e+00,2.200654989589969635e+00,2.000000011161976232e+00,2.454408188354964137e-24,5.565031878041611257e+00,9.859593419278567694e+00,5.655720052627879468e-01,2.000000013808721722e+00,-9.992092304445773900e-09
4.473940174842542028e+00,1.000070360007025450e+01,2.200202946885849276e+00,2.000000010882640566e+00,2.488502599341525208e-24,5.663117572322658333e+00,1.005589658877838133e+01,5.651202285842747974e-01,2.000000013642577734e+00,-9.992087632620445692e-09
4.568363570009008612e+00,1.019767560767508918e+01,2.199769490525647520e+00,2.000000010600467615e+00,2.578755792181053993e-24,5.761283335464714384e+00,1.025250004556256656e+01,5.646870123417854215e-01,2.000000013474745320e+00,-9.992082976094443299e-09
4.663143641414119855e+00,1.039491894124444116e+01,2.199353787208025324e+00,2.000000010315406307e+00,2.378799003274865560e-24,5.859525530058591336e+00,1.044938028748066827e+01,5.642715261421223927e-01,2.000000013305206270e+00,-9.992078334961087583e-09
4.758256147611795051e+00,1.059241131495823751e+01,2.198955048415391023e+00,2.000000010027426001e+00,2.314618248844029950e-24,5.957840731951324464e+00,1.064651562809343588e+01,5.638729840198336563e-01,2.000000013133930832e+00,-9.992073700028348876e-09
4.853678541529320434e+00,1.079013221547460866e+01,2.198572527272764532e+00,2.000000009736489837e+00,2.229690213060765530e-24,6.056225708139355568e+00,1.084388605509995429e+01,5.634906413426525873e-01,2.000000012960899465e+00,-9.992069026834106238e-09
4.949389853911149828e+00,1.098806276142132710e+01,2.198205515687642553e+00,2.000000009442569837e+00,2.020379790414006614e-24,6.154677398599498694e+00,1.104147310037916441e+01,5.631237919925531354e-01,2.000000012786096626e+00,-9.992057567492770955e-09
5.045370583840472101e+00,1.118618557433186034e+01,2.197853341743115863e+00,2.000000009145630919e+00,1.933502530311411364e-24,6.253192901192659470e+00,1.123925972055035416e+01,5.627717657925807027e-01,2.000000012609499223e+00,-9.992046026471499321e-09
5.141602596152544002e+00,1.138448466001482728e+01,2.197515367316300150e+00,2.000000008845643329e+00,1.935803198475410424e-24,6.351769458973824278e+00,1.143723018709139438e+01,5.624339261559014869e-01,2.000000012431090379e+00,-9.992034441677652777e-09
5.238069025490777797e+00,1.158294529945222351e+01,2.197190985900721039e+00,2.000000008542579533e+00,2.052007994764344210e-24,6.450404449395310991e+00,1.163536998516575771e+01,5.621096679331565316e-01,2.000000012250853665e+00,-9.992022836466573348e-09
5.334754186716170743e+00,1.178155394841344794e+01,2.196879620610809436e+00,2.000000008236415550e+00,1.876068555026549062e-24,6.549095375007571995e+00,1.183366572040363351e+01,5.617984154393591556e-01,2.000000012068773536e+00,-9.992011242240182792e-09
5.431643491356450859e+00,1.198029814505193968e+01,2.196580722350775616e+00,2.000000007927117185e+00,1.702942822402764705e-24,6.647839855352264848e+00,1.203210503296268996e+01,5.614996206421302150e-01,2.000000011884831785e+00,-9.992000022103476370e-09
5.528723369769324769e+00,1.217916642482114575e+01,2.196293768131885482e+00,2.000000007614674669e+00,1.843800793336874105e-24,6.746635619811800488e+00,1.223067651826264246e+01,5.612127614952868715e-01,2.000000011699020419e+00,-9.991988842196297029e-09
5.625981198691184737e+00,1.237814824210799536e+01,2.196018259522806382e+00,2.000000007299066684e+00,2.599409883534396346e-24,6.845480501232844794e+00,1.242936965384713055e+01,5.609373404041937405e-01,2.000000011511325670e+00,-9.991977740302968058e-09
5.723405233845856976e+00,1.257723389803656389e+01,2.195753721220949917e+00,2.000000006980274581e+00,3.306878501023811926e-24,6.944372430182286671e+00,1.262817473187793915e+01,5.606728828095819406e-01,2.000000011321736437e+00,-9.991966734944874010e-09
5.820984547295903866e+00,1.277641447394308649e+01,2.195499699732999410e+00,2.000000006658279705e+00,3.370360075018735385e-24,7.043309429725679749e+00,1.282708279681195762e+01,5.604189358790170328e-01,2.000000011130241173e+00,-9.991955830957634989e-09
5.918708969229880879e+00,1.297568177006685097e+01,2.195255762153762724e+00,2.000000006333064739e+00,3.114166022658270009e-24,7.142289610642258424e+00,1.302608558785109061e+01,5.601750672959395771e-01,2.000000010936829664e+00,-9.991945115309530022e-09
6.016569033891872920e+00,1.317502824904052616e+01,2.195021495035228476e+00,2.000000006004614583e+00,3.180185717848234461e-24,7.241311167009462757e+00,1.322517548579094182e+01,5.599408641367231709e-01,2.000000010741492140e+00,-9.991934514920898993e-09
6.114555929373945986e+00,1.337444698379851893e+01,2.194796503336512217e+00,2.000000005672903924e+00,3.402651951987253256e-24,7.340372372103902698e+00,1.342434546392573580e+01,5.597159318282250995e-01,2.000000010544221052e+00,-9.991923646763697926e-09
6.212661451006904478e+00,1.357393160955376921e+01,2.194580409447843383e+00,2.000000005337933651e+00,3.358874189811682938e-24,7.439471574576918655e+00,1.362358904269544091e+01,5.594998931784204155e-01,2.000000010345016843e+00,-9.991910321472995528e-09
6.310877958099823992e+00,1.377347627952221210e+01,2.194372852281764708e+00,2.000000004999671788e+00,3.478012769534617948e-24,7.538607194871284278e+00,1.382290024778673043e+01,5.592923874734462286e-01,2.000000010143833329e+00,-9.991902382217929358e-09
6.409198333793775681e+00,1.397307562410028225e+01,2.194173486425988973e+00,2.000000004658126773e+00,3.645360134325842906e-24,7.637777721852171631e+00,1.402227357142266939e+01,5.590930696351507079e-01,2.000000009940679835e+00,-9.991892060459628275e-09
